,_id,name,category_code,founded_year,total_money_raised,funding_rounds,acquisition,offices,acquisition.price_amount,acquisition.price_currency_code,acquisition.term_code,acquisition.source_url,acquisition.source_description,acquisition.acquired_year,acquisition.acquired_month,acquisition.acquired_day,acquisition.acquiring_company.name,acquisition.acquiring_company.permalink,venue_location,GeoPoint_status
52,52cdef7d4bab8bd675299636,UsingMiles,travel,2010,$3.27M,"{'id': 48628, 'round_code': 'partial', 'source_url': 'http://www.sec.gov/Archives/edgar/data/1510811/000151081111000002/xslFormDX01/primary_doc.xml', 'source_description': 'SEC', 'raised_amount': 300000, 'raised_currency_code': 'USD', 'funded_year': 2011, 'funded_month': 12, 'funded_day': 20, 'investments': []}",,"{'description': 'Headquarters', 'address1': '1514 Blake St', 'address2': '', 'zip_code': '80202', 'city': 'Denver', 'state_code': 'CO', 'country_code': 'USA', 'latitude': 39.749671, 'longitude': -104.9998449}",,,,,,,,,,,"{'PointCategory': 'business office', 'GeoPoint': {'type': 'Point', 'coordinates': [-104.9998449, 39.749671]}}",GeoPoint Found
54,52cdef7d4bab8bd675299826,Kidos,games_video,2011,$200k,"{'id': 3533, 'round_code': 'angel', 'source_url': '', 'source_description': '', 'raised_amount': 200000, 'raised_currency_code': 'USD', 'funded_year': 2009, 'funded_month': 4, 'funded_day': None, 'investments': []}",,"{'description': 'Mailing Address', 'address1': '355 E. 72nd St., Suite 4E', 'address2': '', 'zip_code': '10021', 'city': 'New York', 'state_code': 'NY', 'country_code': 'USA', 'latitude': 40.768058, 'longitude': -73.956599}",,,,,,,,,,,"{'PointCategory': 'business office', 'GeoPoint': {'type': 'Point', 'coordinates': [-73.956599, 40.768058]}}",GeoPoint Found
54,52cdef7d4bab8bd675299826,Kidos,games_video,2011,$200k,"{'id': 3533, 'round_code': 'angel', 'source_url': '', 'source_description': '', 'raised_amount': 200000, 'raised_currency_code': 'USD', 'funded_year': 2009, 'funded_month': 4, 'funded_day': None, 'investments': []}",,"{'description': 'Corporate Headquarters', 'address1': '153 Roebling St.', 'address2': '', 'zip_code': '11211', 'city': 'Brooklyn', 'state_code': 'NY', 'country_code': 'USA', 'latitude': 40.714056, 'longitude': -73.957854}",,,,,,,,,,,"{'PointCategory': 'business office', 'GeoPoint': {'type': 'Point', 'coordinates': [-73.957854, 40.714056]}}",GeoPoint Found
56,52cdef7d4bab8bd67529990d,Integrate,software,2010,$34.8M,"{'id': 20511, 'round_code': 'a', 'source_url': 'http://www.finsmes.com/2010/12/integrate-closes-425m-series-round-of.html', 'source_description': 'Integrate Closes $4.25M Series A Round of Funding', 'raised_amount': 4250000, 'raised_currency_code': 'USD', 'funded_year': 2010, 'funded_month': 12, 'funded_day': 14, 'investments': [{'company': None, 'financial_org': {'name': 'Foundry Group', 'permalink': 'foundry-group'}, 'person': None}]}",,"{'description': 'Scottsdale HQ', 'address1': '4900 N. Scottsdale Road', 'address2': 'Suite 4000', 'zip_code': '85251', 'city': 'Scottsdale', 'state_code': 'AZ', 'country_code': 'USA', 'latitude': 40.7481039, 'longitude': -74.0353787}",,,,,,,,,,,"{'PointCategory': 'business office', 'GeoPoint': {'type': 'Point', 'coordinates': [-74.0353787, 40.7481039]}}",GeoPoint Found
56,52cdef7d4bab8bd67529990d,Integrate,software,2010,$34.8M,"{'id': 28845, 'round_code': 'b', 'source_url': 'http://in.finance.yahoo.com/news/comcast-ventures-leads-11-million-123000156.html', 'source_description': 'Comcast Ventures Leads $11 Million Investment in Integrate', 'raised_amount': 11000000, 'raised_currency_code': 'USD', 'funded_year': 2012, 'funded_month': 3, 'funded_day': 21, 'investments': [{'company': None, 'financial_org': {'name': 'Comcast Ventures', 'permalink': 'comcast-interactive-capital'}, 'person': None}, {'company': None, 'financial_org': {'name': 'Foundry Group', 'permalink': 'foundry-group'}, 'person': None}, {'company': None, 'financial_org': {'name': 'Liberty Global Ventures', 'permalink': 'liberty-global-ventures'}, 'person': None}]}",,"{'description': 'Scottsdale HQ', 'address1': '4900 N. Scottsdale Road', 'address2': 'Suite 4000', 'zip_code': '85251', 'city': 'Scottsdale', 'state_code': 'AZ', 'country_code': 'USA', 'latitude': 40.7481039, 'longitude': -74.0353787}",,,,,,,,,,,"{'PointCategory': 'business office', 'GeoPoint': {'type': 'Point', 'coordinates': [-74.0353787, 40.7481039]}}",GeoPoint Found
56,52cdef7d4bab8bd67529990d,Integrate,software,2010,$34.8M,"{'id': 50990, 'round_code': 'b', 'source_url': 'http://vator.tv/news/2013-10-22-integrate-raises-7m-in-follow-on-series-b', 'source_description': 'Integrate raises $7M in follow-on Series B', 'raised_amount': 7000000, 'raised_currency_code': 'USD', 'funded_year': 2013, 'funded_month': 10, 'funded_day': 22, 'investments': [{'company': None, 'financial_org': {'name': 'Foundry Group', 'permalink': 'foundry-group'}, 'person': None}, {'company': None, 'financial_org': {'name': 'Comcast Ventures', 'permalink': 'comcast-interactive-capital'}, 'person': None}, {'company': None, 'financial_org': {'name': 'Liberty Global Ventures', 'permalink': 'liberty-global-ventures'}, 'person': None}]}",,"{'description': 'Scottsdale HQ', 'address1': '4900 N. Scottsdale Road', 'address2': 'Suite 4000', 'zip_code': '85251', 'city': 'Scottsdale', 'state_code': 'AZ', 'country_code': 'USA', 'latitude': 40.7481039, 'longitude': -74.0353787}",,,,,,,,,,,"{'PointCategory': 'business office', 'GeoPoint': {'type': 'Point', 'coordinates': [-74.0353787, 40.7481039]}}",GeoPoint Found
56,52cdef7d4bab8bd67529990d,Integrate,software,2010,$34.8M,"{'id': 57796, 'round_code': 'debt_round', 'source_url': 'http://aztechbeat.com/2013/12/integrate-secures-12-5m-silicon-valley-bank/', 'source_description': ' Integrate Secures $12.5M from Silicon Valley Bank - AZ Tech Beat ', 'raised_amount': 12500000, 'raised_currency_code': 'USD', 'funded_year': 2013, 'funded_month': 12, 'funded_day': 11, 'investments': [{'company': None, 'financial_org': {'name': 'Silicon Valley Bank', 'permalink': 'silicon-valley-bank'}, 'person': None}]}",,"{'description': 'Scottsdale HQ', 'address1': '4900 N. Scottsdale Road', 'address2': 'Suite 4000', 'zip_code': '85251', 'city': 'Scottsdale', 'state_code': 'AZ', 'country_code': 'USA', 'latitude': 40.7481039, 'longitude': -74.0353787}",,,,,,,,,,,"{'PointCategory': 'business office', 'GeoPoint': {'type': 'Point', 'coordinates': [-74.0353787, 40.7481039]}}",GeoPoint Found
57,52cdef7d4bab8bd67529995a,vufind,mobile,2010,$930k,"{'id': 19876, 'round_code': 'angel', 'source_url': '', 'source_description': '', 'raised_amount': 250000, 'raised_currency_code': 'USD', 'funded_year': 2010, 'funded_month': 9, 'funded_day': 1, 'investments': []}",,"{'description': 'Headquarters', 'address1': '1290 oakmead parkway, suite 107', 'address2': '', 'zip_code': '94085', 'city': 'Sunnyvale', 'state_code': 'CA', 'country_code': 'USA', 'latitude': 37.424614, 'longitude': -122.145153}",,,,,,,,,,,"{'PointCategory': 'business office', 'GeoPoint': {'type': 'Point', 'coordinates': [-122.145153, 37.424614]}}",GeoPoint Found
57,52cdef7d4bab8bd67529995a,vufind,mobile,2010,$930k,"{'id': 29327, 'round_code': 'seed', 'source_url': '', 'source_description': '', 'raised_amount': 180000, 'raised_currency_code': 'USD', 'funded_year': 2011, 'funded_month': 12, 'funded_day': 1, 'investments': []}",,"{'description': 'Headquarters', 'address1': '1290 oakmead parkway, suite 107', 'address2': '', 'zip_code': '94085', 'city': 'Sunnyvale', 'state_code': 'CA', 'country_code': 'USA', 'latitude': 37.424614, 'longitude': -122.145153}",,,,,,,,,,,"{'PointCategory': 'business office', 'GeoPoint': {'type': 'Point', 'coordinates': [-122.145153, 37.424614]}}",GeoPoint Found
57,52cdef7d4bab8bd67529995a,vufind,mobile,2010,$930k,"{'id': 57219, 'round_code': 'seed', 'source_url': '', 'source_description': '', 'raised_amount': 500000, 'raised_currency_code': 'USD', 'funded_year': 2012, 'funded_month': 7, 'funded_day': 1, 'investments': []}",,"{'description': 'Headquarters', 'address1': '1290 oakmead parkway, suite 107', 'address2': '', 'zip_code': '94085', 'city': 'Sunnyvale', 'state_code': 'CA', 'country_code': 'USA', 'latitude': 37.424614, 'longitude': -122.145153}",,,,,,,,,,,"{'PointCategory': 'business office', 'GeoPoint': {'type': 'Point', 'coordinates': [-122.145153, 37.424614]}}",GeoPoint Found
58,52cdef7d4bab8bd675299989,travelmob,travel,2011,$1M,"{'id': 33058, 'round_code': 'seed', 'source_url': 'http://www.finsmes.com/2012/10/travelmob-raises-1m-seed-funding.html?utm_source=feedburner&utm_medium=feed&utm_campaign=Feed%3A+finsmes%2FcNHu+%28FinSMEs%29', 'source_description': 'travelmob Raises $1M in Seed Funding', 'raised_amount': 1000000, 'raised_currency_code': 'USD', 'funded_year': 2012, 'funded_month': 10, 'funded_day': 8, 'investments': [{'company': None, 'financial_org': {'name': 'Jungle Ventures', 'permalink': 'jungle-ventures'}, 'person': None}]}",,"{'description': 'HQ', 'address1': '71 Ayer Rajah Crescent', 'address2': '06-20', 'zip_code': '139951', 'city': 'Singapore', 'state_code': None, 'country_code': 'SGP', 'latitude': 21.303049, 'longitude': -157.78907}",,USD,cash,http://techcrunch.com/2013/07/17/homeaway-buys-singapore-startup-travelmob-to-enter-asia-pacific/,HomeAway Buys Singapore Startup Travelmob To Enter Asia-Pacific,2013.0,7.0,17.0,HomeAway,homeaway,"{'PointCategory': 'business office', 'GeoPoint': {'type': 'Point', 'coordinates': [-157.78907, 21.303049]}}",GeoPoint Found
59,52cdef7d4bab8bd675299993,Non-Member Films,photo_video,2012,$0,,,"{'description': 'West Coast Office', 'address1': '', 'address2': '', 'zip_code': '', 'city': 'Venice', 'state_code': 'CA', 'country_code': 'USA', 'latitude': 33.989029, 'longitude': -118.462421}",,,,,,,,,,,"{'PointCategory': 'business office', 'GeoPoint': {'type': 'Point', 'coordinates': [-118.462421, 33.989029]}}",GeoPoint Found
59,52cdef7d4bab8bd675299993,Non-Member Films,photo_video,2012,$0,,,"{'description': 'Midwest Office', 'address1': '', 'address2': '', 'zip_code': '', 'city': 'Detroit', 'state_code': 'MI', 'country_code': 'USA', 'latitude': 42.330165, 'longitude': -83.045913}",,,,,,,,,,,"{'PointCategory': 'business office', 'GeoPoint': {'type': 'Point', 'coordinates': [-83.045913, 42.330165]}}",GeoPoint Found
60,52cdef7d4bab8bd6752999c0,UsingMiles,travel,2010,$3.27M,"{'id': 5948, 'round_code': 'seed', 'source_url': 'http://www.techcrunch.com/2008/09/23/techstars-demo-day-acquisitions-galore-as-twelve-companies-strut-their-stuff/', 'source_description': 'http://www.techcrunch.com/2008/09/23/techstars-demo-day-acquisitions-galore-as-twelve-companies-strut-their-stuff/', 'raised_amount': 15000, 'raised_currency_code': 'USD', 'funded_year': 2008, 'funded_month': 5, 'funded_day': 1, 'investments': [{'company': {'name': 'Techstars', 'permalink': 'techstars'}, 'financial_org': None, 'person': None}]}",,"{'description': 'Headquarters', 'address1': '1514 Blake St', 'address2': '', 'zip_code': '80202', 'city': 'Denver', 'state_code': 'CO', 'country_code': 'USA', 'latitude': 39.749671, 'longitude': -104.9998449}",,,,,,,,,,,"{'PointCategory': 'business office', 'GeoPoint': {'type': 'Point', 'coordinates': [-104.9998449, 39.749671]}}",GeoPoint Found
60,52cdef7d4bab8bd6752999c0,UsingMiles,travel,2010,$3.27M,"{'id': 13039, 'round_code': 'angel', 'source_url': '', 'source_description': '', 'raised_amount': 250000, 'raised_currency_code': 'USD', 'funded_year': 2008, 'funded_month': 9, 'funded_day': 1, 'investments': []}",,"{'description': 'Headquarters', 'address1': '1514 Blake St', 'address2': '', 'zip_code': '80202', 'city': 'Denver', 'state_code': 'CO', 'country_code': 'USA', 'latitude': 39.749671, 'longitude': -104.9998449}",,,,,,,,,,,"{'PointCategory': 'business office', 'GeoPoint': {'type': 'Point', 'coordinates': [-104.9998449, 39.749671]}}",GeoPoint Found
60,52cdef7d4bab8bd6752999c0,UsingMiles,travel,2010,$3.27M,"{'id': 19851, 'round_code': 'a', 'source_url': 'http://www.bizjournals.com/prnewswire/press_releases/2011/04/07/LA78848', 'source_description': 'Loyalty Travel Startup Raises $2.7 Million, Names eBags Founder As New CEO', 'raised_amount': 2700000, 'raised_currency_code': 'USD', 'funded_year': 2011, 'funded_month': 4, 'funded_day': 5, 'investments': [{'company': None, 'financial_org': {'name': 'iSherpa Capital', 'permalink': 'isherpa-capital'}, 'person': None}, {'company': None, 'financial_org': None, 'person': {'first_name': 'Navin', 'last_name': 'Dimond', 'permalink': 'navin-dimond'}}]}",,"{'description': 'Headquarters', 'address1': '1514 Blake St', 'address2': '', 'zip_code': '80202', 'city': 'Denver', 'state_code': 'CO', 'country_code': 'USA', 'latitude': 39.749671, 'longitude': -104.9998449}",,,,,,,,,,,"{'PointCategory': 'business office', 'GeoPoint': {'type': 'Point', 'coordinates': [-104.9998449, 39.749671]}}",GeoPoint Found
60,52cdef7d4bab8bd6752999c0,UsingMiles,travel,2010,$3.27M,"{'id': 48628, 'round_code': 'partial', 'source_url': 'http://www.sec.gov/Archives/edgar/data/1510811/000151081111000002/xslFormDX01/primary_doc.xml', 'source_description': 'SEC', 'raised_amount': 300000, 'raised_currency_code': 'USD', 'funded_year': 2011, 'funded_month': 12, 'funded_day': 20, 'investments': []}",,"{'description': 'Headquarters', 'address1': '1514 Blake St', 'address2': '', 'zip_code': '80202', 'city': 'Denver', 'state_code': 'CO', 'country_code': 'USA', 'latitude': 39.749671, 'longitude': -104.9998449}",,,,,,,,,,,"{'PointCategory': 'business office', 'GeoPoint': {'type': 'Point', 'coordinates': [-104.9998449, 39.749671]}}",GeoPoint Found
62,52cdef7d4bab8bd675299bb0,Kidos,games_video,2011,$200k,"{'id': 3533, 'round_code': 'angel', 'source_url': '', 'source_description': '', 'raised_amount': 200000, 'raised_currency_code': 'USD', 'funded_year': 2009, 'funded_month': 4, 'funded_day': None, 'investments': []}",,"{'description': 'Mailing Address', 'address1': '355 E. 72nd St., Suite 4E', 'address2': '', 'zip_code': '10021', 'city': 'New York', 'state_code': 'NY', 'country_code': 'USA', 'latitude': 40.768058, 'longitude': -73.956599}",,,,,,,,,,,"{'PointCategory': 'business office', 'GeoPoint': {'type': 'Point', 'coordinates': [-73.956599, 40.768058]}}",GeoPoint Found
62,52cdef7d4bab8bd675299bb0,Kidos,games_video,2011,$200k,"{'id': 3533, 'round_code': 'angel', 'source_url': '', 'source_description': '', 'raised_amount': 200000, 'raised_currency_code': 'USD', 'funded_year': 2009, 'funded_month': 4, 'funded_day': None, 'investments': []}",,"{'description': 'Corporate Headquarters', 'address1': '153 Roebling St.', 'address2': '', 'zip_code': '11211', 'city': 'Brooklyn', 'state_code': 'NY', 'country_code': 'USA', 'latitude': 40.714056, 'longitude': -73.957854}",,,,,,,,,,,"{'PointCategory': 'business office', 'GeoPoint': {'type': 'Point', 'coordinates': [-73.957854, 40.714056]}}",GeoPoint Found
66,52cdef7d4bab8bd675299d93,Equedia,games_video,2010,$0,,,"{'description': '', 'address1': 'Suite 1400 - 400 Burrard Street', 'address2': '', 'zip_code': 'V6C 3G2', 'city': 'Vancouver', 'state_code': None, 'country_code': 'CAN', 'latitude': 49.2871668, 'longitude': -123.1169693}",,,,,,,,,,,"{'PointCategory': 'business office', 'GeoPoint': {'type': 'Point', 'coordinates': [-123.1169693, 49.2871668]}}",GeoPoint Found
67,52cdef7d4bab8bd675299dae,Navara,software,2012,$0,,,"{'description': 'Navara Headquarter', 'address1': 'Planetenbaan 26', 'address2': '', 'zip_code': '3606 AK', 'city': 'Maarssen', 'state_code': None, 'country_code': 'NLD', 'latitude': 52.126616, 'longitude': 5.038078}",,,,,,,,,,,"{'PointCategory': 'business office', 'GeoPoint': {'type': 'Point', 'coordinates': [5.038078, 52.126616]}}",GeoPoint Found
69,52cdef7d4bab8bd675299f83,Webmoblink,advertising,2010,$0,,,"{'description': 'Headquarters', 'address1': '14221 Sw 120th Street', 'address2': 'Suite 118', 'zip_code': '33186', 'city': 'Miami', 'state_code': 'FL', 'country_code': 'USA', 'latitude': 25.655899, 'longitude': -80.424167}",,,,,,,,,,,"{'PointCategory': 'business office', 'GeoPoint': {'type': 'Point', 'coordinates': [-80.424167, 25.655899]}}",GeoPoint Found
75,52cdef7d4bab8bd67529a1e3,Yipit,web,2010,$7.55M,"{'id': 13858, 'round_code': 'seed', 'source_url': 'http://www.thealarmclock.com/mt/archives/2010/04/yipit_seed_fund.html', 'source_description': 'Yipit Seed Funded For Group Shopping Aggregation', 'raised_amount': 250000, 'raised_currency_code': 'USD', 'funded_year': 2010, 'funded_month': 4, 'funded_day': 7, 'investments': [{'company': None, 'financial_org': None, 'person': {'first_name': 'Eliot', 'last_name': 'Durbin', 'permalink': 'eliot-durbin'}}, {'company': None, 'financial_org': None, 'person': {'first_name': 'Justin', 'last_name': 'Wohlstadter', 'permalink': 'justin-wohlstadter'}}, {'company': None, 'financial_org': None, 'person': {'first_name': 'Mark Peter', 'last_name': 'Davis', 'permalink': 'mark-davis'}}, {'company': None, 'financial_org': None, 'person': {'first_name': 'Joshua', 'last_name': 'Stylman', 'permalink': 'joshua-stylman'}}]}",,"{'description': 'HQ', 'address1': '3 W 18th', 'address2': '2nd Floor', 'zip_code': '10011', 'city': 'New York', 'state_code': 'NY', 'country_code': 'USA', 'latitude': 40.744618, 'longitude': -73.987764}",,,,,,,,,,,"{'PointCategory': 'business office', 'GeoPoint': {'type': 'Point', 'coordinates': [-73.987764, 40.744618]}}",GeoPoint Found
75,52cdef7d4bab8bd67529a1e3,Yipit,web,2010,$7.55M,"{'id': 16536, 'round_code': 'a', 'source_url': 'http://www.businessinsider.com/groupon-aggregator-yipit-raises-13-million-in-venture-funding-2010-6/', 'source_description': 'Groupon Aggregator Yipit Raises $1.3 Million In Venture Funding', 'raised_amount': 1300000, 'raised_currency_code': 'USD', 'funded_year': 2010, 'funded_month': 6, 'funded_day': 30, 'investments': [{'company': None, 'financial_org': {'name': 'SV Angel', 'permalink': 'sv-angel'}, 'person': None}, {'company': None, 'financial_org': {'name': 'RRE Ventures', 'permalink': 'rre-ventures'}, 'person': None}, {'company': None, 'financial_org': {'name': 'DFJ Gotham Ventures', 'permalink': 'dfj-gotham-ventures'}, 'person': None}, {'company': None, 'financial_org': {'name': 'IA Ventures', 'permalink': 'ia-ventures'}, 'person': None}, {'company': None, 'financial_org': None, 'person': {'first_name': 'Mike', 'last_name': 'Yavonditte', 'permalink': 'mike-yavonditte'}}, {'company': None, 'financial_org': None, 'person': {'first_name': 'Jason', 'last_name': 'Finger', 'permalink': 'jason-finger'}}, {'company': None, 'financial_org': None, 'person': {'first_name': 'Peter', 'last_name': 'Hershberg', 'permalink': 'peter-hershberg'}}, {'company': None, 'financial_org': None, 'person': {'first_name': 'Ben', 'last_name': 'Sun', 'permalink': 'ben-sun'}}, {'company': None, 'financial_org': None, 'person': {'first_name': 'Ed', 'last_name': 'Sim', 'permalink': 'ed-sim'}}, {'company': None, 'financial_org': None, 'person': {'first_name': 'Alex', 'last_name': 'Zubillaga', 'permalink': 'alex-zubillaga'}}, {'company': None, 'financial_org': {'name': 'BOLDstart Ventures', 'permalink': 'boldstart-ventures'}, 'person': None}]}",,"{'description': 'HQ', 'address1': '3 W 18th', 'address2': '2nd Floor', 'zip_code': '10011', 'city': 'New York', 'state_code': 'NY', 'country_code': 'USA', 'latitude': 40.744618, 'longitude': -73.987764}",,,,,,,,,,,"{'PointCategory': 'business office', 'GeoPoint': {'type': 'Point', 'coordinates': [-73.987764, 40.744618]}}",GeoPoint Found
75,52cdef7d4bab8bd67529a1e3,Yipit,web,2010,$7.55M,"{'id': 23716, 'round_code': 'b', 'source_url': 'http://techcrunch.com/2011/06/21/yipit-6-million/', 'source_description': 'Daily Deal Aggregator Yipit Raises $6 Million Series B', 'raised_amount': 6000000, 'raised_currency_code': 'USD', 'funded_year': 2011, 'funded_month': 6, 'funded_day': 21, 'investments': [{'company': None, 'financial_org': {'name': 'Highland Capital Partners', 'permalink': 'highland-capital-partners'}, 'person': None}, {'company': None, 'financial_org': {'name': 'RRE Ventures', 'permalink': 'rre-ventures'}, 'person': None}, {'company': None, 'financial_org': {'name': 'IA Ventures', 'permalink': 'ia-ventures'}, 'person': None}, {'company': None, 'financial_org': {'name': 'DFJ Gotham Ventures', 'permalink': 'dfj-gotham-ventures'}, 'person': None}]}",,"{'description': 'HQ', 'address1': '3 W 18th', 'address2': '2nd Floor', 'zip_code': '10011', 'city': 'New York', 'state_code': 'NY', 'country_code': 'USA', 'latitude': 40.744618, 'longitude': -73.987764}",,,,,,,,,,,"{'PointCategory': 'business office', 'GeoPoint': {'type': 'Point', 'coordinates': [-73.987764, 40.744618]}}",GeoPoint Found
76,52cdef7e4bab8bd67529a2d5,fruux,web,2010,$0,"{'id': 28840, 'round_code': 'seed', 'source_url': 'http://techcrunch.com/2012/04/18/fruux-keeps-your-calendars-and-contacts-in-sync-between-all-of-your-devices/', 'source_description': 'fruux Keeps Your Calendars and Contacts In Sync Between All Of Your Devices', 'raised_amount': None, 'raised_currency_code': None, 'funded_year': 2012, 'funded_month': 3, 'funded_day': 21, 'investments': [{'company': None, 'financial_org': {'name': 'High-Tech Gruenderfonds', 'permalink': 'high-tech-gruenderfonds'}, 'person': None}, {'company': None, 'financial_org': {'name': 'netSTART Venture', 'permalink': 'netstart-venture'}, 'person': None}]}",,"{'description': '', 'address1': '', 'address2': '', 'zip_code': '48143', 'city': 'Muenster', 'state_code': None, 'country_code': 'DEU', 'latitude': 51.9630088, 'longitude': 7.6267552}",,,,,,,,,,,"{'PointCategory': 'business office', 'GeoPoint': {'type': 'Point', 'coordinates': [7.6267552, 51.9630088]}}",GeoPoint Found
79,52cdef7e4bab8bd67529a38a,Cyphercor,security,2011,$0,,,"{'description': '', 'address1': '555 Legget Drive', 'address2': 'Suite 130', 'zip_code': 'K2K 2X3', 'city': 'Kanata', 'state_code': None, 'country_code': 'CAN', 'latitude': 45.3485325, 'longitude': -75.9204125}",,,,,,,,,,,"{'PointCategory': 'business office', 'GeoPoint': {'type': 'Point', 'coordinates': [-75.9204125, 45.3485325]}}",GeoPoint Found
80,52cdef7e4bab8bd67529a3b8,Clowdy,web,2013,$0,,,"{'description': 'Clowdy Ltd', 'address1': '3rd Floor, The Corn Exchange, Exchange Square', 'address2': '', 'zip_code': 'M4 3TR', 'city': 'Manchester', 'state_code': None, 'country_code': 'GBR', 'latitude': 53.4837067, 'longitude': -2.2439492}",,,,,,,,,,,"{'PointCategory': 'business office', 'GeoPoint': {'type': 'Point', 'coordinates': [-2.2439492, 53.4837067]}}",GeoPoint Found
81,52cdef7e4bab8bd67529a532,Queralt,enterprise,2011,$650k,"{'id': 26861, 'round_code': 'seed', 'source_url': 'http://www.ctinnovations.com/AboutUs/News/tabid/71/ctl/ArticleView/mid/393/articleId/151/Queralt-Inc-Receives-Pre-Seed-Financing.aspx', 'source_description': 'Queralt Inc. Receives Pre-Seed Financing', 'raised_amount': 150000, 'raised_currency_code': 'USD', 'funded_year': 2011, 'funded_month': 12, 'funded_day': 1, 'investments': [{'company': None, 'financial_org': {'name': 'Connecticut Innovations', 'permalink': 'connecticut-innovations'}, 'person': None}]}",,"{'description': '', 'address1': '250 State Street', 'address2': 'Suite G1', 'zip_code': '06473', 'city': 'North Haven', 'state_code': 'CT', 'country_code': 'USA', 'latitude': 41.4778641, 'longitude': -72.8190106}",,,,,,,,,,,"{'PointCategory': 'business office', 'GeoPoint': {'type': 'Point', 'coordinates': [-72.8190106, 41.4778641]}}",GeoPoint Found
81,52cdef7e4bab8bd67529a532,Queralt,enterprise,2011,$650k,"{'id': 33590, 'round_code': 'unattributed', 'source_url': 'http://www.finsmes.com/2012/11/queralt-raises-500k-funding.html', 'source_description': 'Queralt Raises $500K in Funding', 'raised_amount': 500000, 'raised_currency_code': 'USD', 'funded_year': 2012, 'funded_month': 11, 'funded_day': 5, 'investments': [{'company': None, 'financial_org': {'name': 'Connecticut Innovations', 'permalink': 'connecticut-innovations'}, 'person': None}]}",,"{'description': '', 'address1': '250 State Street', 'address2': 'Suite G1', 'zip_code': '06473', 'city': 'North Haven', 'state_code': 'CT', 'country_code': 'USA', 'latitude': 41.4778641, 'longitude': -72.8190106}",,,,,,,,,,,"{'PointCategory': 'business office', 'GeoPoint': {'type': 'Point', 'coordinates': [-72.8190106, 41.4778641]}}",GeoPoint Found
83,52cdef7e4bab8bd67529a68e,FeedHenry,enterprise,2010,$9M,"{'id': 37433, 'round_code': 'a', 'source_url': 'http://techcrunch.com/2013/05/02/feedhenry-secures-9m-funding-led-by-intel-capital-to-feed-boom-in-mobile-enterprise/', 'source_description': 'FeedHenry Secures $9M Funding Led By Intel Capital To Feed Boom in Mobile Enterprise', 'raised_amount': 9000000, 'raised_currency_code': 'USD', 'funded_year': 2013, 'funded_month': 5, 'funded_day': 2, 'investments': [{'company': None, 'financial_org': {'name': 'Intel Capital', 'permalink': 'intel-capital'}, 'person': None}, {'company': None, 'financial_org': {'name': 'Kernel Capital Partners', 'permalink': 'kernel-capital-partners'}, 'person': None}, {'company': {'name': 'VMware', 'permalink': 'vmware'}, 'financial_org': None, 'person': None}, {'company': None, 'financial_org': {'name': 'Enterprise Ireland', 'permalink': 'enterprise-ireland'}, 'person': None}, {'company': None, 'financial_org': {'name': 'ACT Venture Capital', 'permalink': 'act-venture-capital'}, 'person': None}]}",,"{'description': 'US Offices', 'address1': '15 New England Executive Park', 'address2': '', 'zip_code': '01803', 'city': 'Burlington', 'state_code': 'MA', 'country_code': 'USA', 'latitude': 42.4851017, 'longitude': -71.2089211}",,,,,,,,,,,"{'PointCategory': 'business office', 'GeoPoint': {'type': 'Point', 'coordinates': [-71.2089211, 42.4851017]}}",GeoPoint Found
86,52cdef7e4bab8bd67529a716,Unison Technologies,software,2011,$0,,,"{'description': 'Headquarters', 'address1': '424 W 33rd Street, Suite 410', 'address2': '', 'zip_code': '10001', 'city': 'New York', 'state_code': 'NY', 'country_code': 'USA', 'latitude': 40.7645772, 'longitude': -73.9799007}",,,,,,,,,,,"{'PointCategory': 'business office', 'GeoPoint': {'type': 'Point', 'coordinates': [-73.9799007, 40.7645772]}}",GeoPoint Found
87,52cdef7e4bab8bd67529a72a,NetCitadel,security,2011,$0,,,"{'description': '', 'address1': '2513 E. Charleston Rd.', 'address2': 'Suite 100', 'zip_code': '94043', 'city': 'Mountain View', 'state_code': 'CA', 'country_code': 'USA', 'latitude': 44.867343, 'longitude': -72.114442}",,,,,,,,,,,"{'PointCategory': 'business office', 'GeoPoint': {'type': 'Point', 'coordinates': [-72.114442, 44.867343]}}",GeoPoint Found
88,52cdef7e4bab8bd67529a75f,Tengaged,games_video,2010,$15k,"{'id': 4100, 'round_code': 'seed', 'source_url': '', 'source_description': '', 'raised_amount': 15000, 'raised_currency_code': 'USD', 'funded_year': 2008, 'funded_month': 6, 'funded_day': 10, 'investments': []}",,"{'description': 'Main', 'address1': 'C/Pedrell', 'address2': '', 'zip_code': '08032', 'city': 'Barcelona', 'state_code': None, 'country_code': 'ESP', 'latitude': 41.4241228, 'longitude': 2.1634249}",,,,,,,,,,,"{'PointCategory': 'business office', 'GeoPoint': {'type': 'Point', 'coordinates': [2.1634249, 41.4241228]}}",GeoPoint Found
89,52cdef7e4bab8bd67529a805,Reachoo,software,2010,$0,,,"{'description': '', 'address1': '1557 NW 7th Ln', 'address2': '', 'zip_code': '33060', 'city': 'Pompano Beach', 'state_code': 'FL', 'country_code': 'USA', 'latitude': 26.2480738, 'longitude': -80.135487}",,,,,,,,,,,"{'PointCategory': 'business office', 'GeoPoint': {'type': 'Point', 'coordinates': [-80.135487, 26.2480738]}}",GeoPoint Found
